Order,PID,MS SubClass,MS Zoning,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1463,907260010,60.0,RL,11250,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5.0,2002,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1128.0,1128.0,GasA,Ex,Y,SBrkr,1149.0,1141.0,0,2290,0.0,0.0,2,1,4.0,1,Gd,9,Typ,1.0,Gd,Attchd,2002,Unf,2.0,779.0,TA,TA,Y,0,0.0,0,0,0,0,0,5,2008,WD,Normal,255900.0
1464,907262030,60.0,RL,8158,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,Gd,TA,PConc,Gd,TA,No,GLQ,550.0,Unf,0.0,334.0,884.0,GasA,Ex,Y,SBrkr,884.0,884.0,0,1768,1.0,0.0,2,1,3.0,1,Gd,8,Typ,0.0,Has No Fireplace,Attchd,2003,RFn,2.0,543.0,TA,TA,Y,0,63.0,0,0,0,0,0,7,2008,WD,Normal,224900.0
1465,907262060,60.0,RL,10905,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1129.0,1129.0,GasA,Ex,Y,SBrkr,1129.0,1198.0,0,2327,0.0,0.0,2,1,4.0,1,Gd,9,Typ,1.0,Gd,BuiltIn,2003,RFn,2.0,596.0,TA,TA,Y,0,57.0,0,0,0,0,0,8,2008,WD,Normal,240000.0
1466,907262070,60.0,RL,7226,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,798.0,798.0,GasA,Ex,Y,SBrkr,798.0,842.0,0,1640,0.0,0.0,2,1,3.0,1,Gd,6,Typ,0.0,Has No Fireplace,Attchd,2003,RFn,2.0,595.0,TA,TA,Y,0,45.0,0,0,0,0,0,6,2008,WD,Normal,183000.0
1467,907265100,60.0,RL,11690,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5.0,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,192.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,850.0,850.0,GasA,Ex,Y,SBrkr,886.0,878.0,0,1764,0.0,0.0,2,1,3.0,1,Gd,7,Typ,1.0,TA,Attchd,1999,Unf,2.0,560.0,TA,TA,Y,120,29.0,0,0,0,0,0,6,2008,WD,Normal,207000.0
1468,907285080,60.0,RL,8750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,642.0,Unf,0.0,273.0,915.0,GasA,Ex,Y,SBrkr,933.0,975.0,0,1908,1.0,0.0,2,1,4.0,1,Gd,8,Typ,1.0,TA,Attchd,1994,Unf,2.0,493.0,TA,TA,Y,144,133.0,0,0,0,0,0,7,2008,WD,Normal,210000.0
1469,907290150,120.0,RM,4435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,686.0,Unf,0.0,162.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0,848,1.0,0.0,1,0,1.0,1,Gd,3,Typ,0.0,Has No Fireplace,Attchd,2003,Fin,2.0,420.0,TA,TA,Y,140,0.0,0,0,0,0,0,3,2008,WD,Normal,136500.0
1470,907290250,120.0,RM,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0,848,1.0,0.0,1,0,1.0,1,Gd,3,Typ,0.0,Has No Fireplace,Attchd,2004,RFn,2.0,420.0,TA,TA,Y,140,0.0,0,0,0,0,0,2,2008,WD,Normal,145000.0
1471,907295020,20.0,RL,13125,Pave,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5.0,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,TA,TA,PConc,Gd,TA,Gd,GLQ,994.0,Unf,0.0,484.0,1478.0,GasA,Ex,Y,SBrkr,1493.0,0.0,0,1493,1.0,0.0,2,0,3.0,1,Gd,7,Typ,1.0,TA,Attchd,1997,Fin,2.0,508.0,TA,TA,Y,140,39.0,0,0,0,0,0,4,2008,WD,Normal,208900.0
1472,907295100,90.0,RM,10126,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,Duplex,SFoyer,6,5.0,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1593.0,LwQ,0.0,83.0,1838.0,GasA,Ex,Y,SBrkr,1838.0,0.0,0,1838,2.0,0.0,2,0,2.0,1,TA,8,Typ,0.0,Has No Fireplace,Attchd,1998,Unf,3.0,721.0,TA,TA,Y,160,67.0,0,0,0,0,0,7,2008,WD,Abnorml,185000.0
1473,907405020,20.0,RL,9135,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,810.0,Unf,0.0,726.0,1536.0,GasA,Ex,Y,SBrkr,1536.0,0.0,0,1536,1.0,0.0,2,0,3.0,1,Gd,7,Typ,0.0,Has No Fireplace,Attchd,2002,RFn,2.0,532.0,TA,TA,Y,192,74.0,0,0,0,0,0,12,2008,WD,Normal,214000.0
1474,907405140,60.0,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,No,GLQ,706.0,Unf,0.0,150.0,856.0,GasA,Ex,Y,SBrkr,856.0,854.0,0,1710,1.0,0.0,2,1,3.0,1,Gd,8,Typ,0.0,Has No Fireplace,Attchd,2003,RFn,2.0,548.0,TA,TA,Y,0,61.0,0,0,0,0,0,2,2008,WD,Normal,208500.0
1475,907412040,20.0,RL,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,1421.0,1445.0,GasA,Ex,Y,SBrkr,1445.0,0.0,0,1445,0.0,0.0,2,0,3.0,1,Gd,6,Typ,0.0,Has No Fireplace,Attchd,2004,Unf,2.0,470.0,TA,TA,Y,0,35.0,0,0,0,0,0,6,2008,WD,Normal,186500.0
1476,907412070,20.0,RL,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946.0,Unf,0.0,490.0,1436.0,GasA,Ex,Y,SBrkr,1436.0,0.0,0,1436,1.0,0.0,2,0,3.0,1,Gd,8,Typ,0.0,Has No Fireplace,Attchd,2004,Unf,2.0,484.0,TA,TA,Y,139,98.0,0,0,0,0,0,4,2008,WD,Normal,210000.0
1477,907412080,60.0,RL,8320,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,490.0,Unf,0.0,280.0,770.0,GasA,Ex,Y,SBrkr,770.0,812.0,0,1582,0.0,0.0,2,1,3.0,1,Gd,6,Typ,0.0,Has No Fireplace,Attchd,2004,RFn,2.0,520.0,TA,TA,Y,0,45.0,0,0,0,0,0,9,2008,WD,Normal,185900.0
1478,907412090,20.0,RL,11049,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1234.0,1234.0,GasA,Ex,Y,SBrkr,1234.0,0.0,0,1234,0.0,0.0,2,0,3.0,1,Gd,7,Typ,0.0,Has No Fireplace,Attchd,2007,RFn,2.0,484.0,TA,TA,Y,0,30.0,0,0,0,0,0,1,2008,WD,Normal,179900.0
1479,907418010,20.0,RL,11058,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,Gd,TA,PConc,Gd,TA,No,GLQ,56.0,Unf,0.0,1508.0,1564.0,GasA,Ex,Y,SBrkr,1564.0,0.0,0,1564,0.0,0.0,2,0,3.0,1,Gd,6,Typ,0.0,Has No Fireplace,Attchd,2007,RFn,3.0,814.0,TA,TA,Y,0,24.0,0,0,0,0,0,2,2008,WD,Normal,218836.0
1480,907418040,20.0,RL,9627,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1327.0,1351.0,GasA,Ex,Y,SBrkr,1361.0,0.0,0,1361,0.0,0.0,2,0,3.0,1,Gd,6,Typ,0.0,Has No Fireplace,Attchd,2007,RFn,2.0,610.0,TA,TA,Y,0,50.0,0,0,0,0,0,6,2008,WD,Normal,193000.0
1481,907420080,60.0,RL,8199,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5.0,2005,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648.0,Unf,0.0,80.0,728.0,GasA,Ex,Y,SBrkr,728.0,728.0,0,1456,1.0,0.0,2,1,3.0,1,Gd,7,Typ,1.0,Gd,Attchd,2005,Fin,2.0,410.0,TA,TA,Y,36,18.0,0,0,0,0,0,10,2008,WD,Normal,189000.0
1482,907425010,120.0,RM,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Av,GLQ,697.0,Unf,0.0,151.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0,848,1.0,0.0,1,0,1.0,1,Gd,3,Typ,1.0,TA,Attchd,2004,RFn,2.0,420.0,TA,TA,Y,149,0.0,0,0,0,0,0,5,2008,WD,Normal,149300.0
1483,907425015,120.0,RM,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,697.0,Unf,0.0,151.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0,848,1.0,0.0,1,0,1.0,1,Gd,3,Typ,1.0,TA,Attchd,2004,RFn,2.0,420.0,TA,TA,Y,149,0.0,0,0,0,0,0,5,2008,WD,Normal,141000.0
1484,907425030,120.0,RM,4438,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0,848,1.0,0.0,1,0,1.0,1,Gd,3,Typ,1.0,Gd,Attchd,2004,RFn,2.0,420.0,TA,TA,Y,149,0.0,0,0,0,0,0,1,2008,WD,Normal,149000.0
1485,907425035,120.0,RM,4438,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5.0,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0,848,1.0,0.0,1,0,1.0,1,Gd,4,Typ,1.0,Gd,Attchd,2004,Fin,2.0,420.0,TA,TA,Y,140,0.0,0,0,0,0,0,6,2008,ConLD,Normal,144500.0
1486,908102030,30.0,RL,8777,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7.0,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Gd,Y,FuseA,796.0,0.0,0,796,0.0,0.0,1,0,2.0,1,TA,4,Typ,0.0,Has No Fireplace,Has No Garage,0,Has No Garage,0.0,41.75,Has No Garage,Has No Garage,P,328,0.0,0,0,0,0,0,5,2008,WD,Normal,85000.0
1487,908102040,90.0,RL,8777,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,5,7.0,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1084.0,Unf,0.0,188.0,1272.0,GasA,Gd,Y,SBrkr,1272.0,928.0,0,2200,2.0,0.0,2,2,4.0,1,TA,9,Typ,0.0,Has No Fireplace,Has No Garage,0,Has No Garage,0.0,41.75,Has No Garage,Has No Garage,N,0,70.0,0,0,0,0,0,9,2008,WD,Normal,145900.0
1488,908102140,20.0,RL,9825,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5.0,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,609.0,Unf,0.0,483.0,1092.0,GasA,TA,Y,SBrkr,1092.0,0.0,0,1092,0.0,0.0,1,0,3.0,1,TA,6,Typ,0.0,Has No Fireplace,Attchd,1966,Unf,1.0,264.0,TA,TA,Y,259,0.0,0,0,0,0,0,4,2008,COD,Abnorml,123000.0
1489,908102260,20.0,RL,9937,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6.0,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,830.0,LwQ,0.0,136.0,1256.0,GasA,Gd,Y,SBrkr,1256.0,0.0,0,1256,1.0,0.0,1,1,3.0,1,TA,6,Typ,0.0,Has No Fireplace,Attchd,1965,Fin,1.0,276.0,TA,TA,Y,420,68.0,0,0,0,0,0,6,2008,WD,Normal,147500.0
1490,908103260,85.0,RL,12102,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5.0,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,TA,TA,CBlock,Gd,Gd,Gd,ALQ,456.0,Unf,0.0,0.0,456.0,GasA,Ex,Y,SBrkr,1033.0,0.0,0,1033,0.0,0.0,1,0,3.0,1,TA,6,Typ,0.0,Has No Fireplace,BuiltIn,1976,RFn,2.0,504.0,Fa,TA,Y,224,0.0,0,0,0,0,0,4,2008,WD,Family,165000.0
1491,908103280,20.0,RL,6500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6.0,1976,1976,Hip,CompShg,HdBoard,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,Ex,No,BLQ,1033.0,Unf,0.0,94.0,1127.0,GasA,TA,Y,SBrkr,1127.0,0.0,0,1127,0.0,0.0,1,1,3.0,1,TA,6,Typ,1.0,Po,Detchd,1991,Unf,2.0,480.0,TA,TA,Y,0,0.0,0,0,0,0,0,5,2008,WD,Normal,135000.0
1492,908127120,30.0,RL,13907,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6.0,1940,1969,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,290.0,Unf,0.0,706.0,996.0,GasA,Ex,Y,SBrkr,996.0,0.0,0,996,1.0,0.0,1,0,3.0,1,TA,6,Typ,1.0,Gd,Has No Garage,0,Has No Garage,0.0,41.75,Has No Garage,Has No Garage,Y,144,0.0,0,0,0,0,0,7,2008,WD,Normal,108000.0
1493,908128050,85.0,RL,10012,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5.0,1972,1972,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,920.0,Rec,0.0,38.0,1138.0,GasA,TA,Y,SBrkr,1181.0,0.0,0,1181,1.0,0.0,2,0,3.0,1,TA,6,Typ,0.0,Has No Fireplace,Detchd,1974,RFn,2.0,588.0,TA,TA,Y,0,0.0,0,0,0,0,0,4,2008,WD,Normal,137500.0
1494,908128110,60.0,RL,6931,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5.0,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,746.0,746.0,GasA,Ex,Y,SBrkr,760.0,896.0,0,1656,0.0,0.0,2,1,3.0,1,Gd,7,Typ,1.0,Gd,BuiltIn,2003,Fin,2.0,397.0,TA,TA,Y,178,128.0,0,0,0,0,0,7,2008,WD,Normal,165400.0
1495,908151040,80.0,RL,9638,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6.0,1977,1977,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,368.0,Rec,0.0,541.0,1029.0,GasA,TA,Y,SBrkr,1117.0,0.0,0,1117,1.0,0.0,1,0,3.0,1,TA,6,Typ,1.0,Fa,Attchd,1977,RFn,2.0,542.0,TA,TA,Y,292,0.0,0,0,0,0,0,11,2008,WD,Normal,147000.0
1496,908152110,60.0,RL,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7.0,1976,2001,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,288.0,Unf,0.0,396.0,684.0,GasA,TA,Y,SBrkr,684.0,714.0,0,1398,0.0,0.0,1,1,3.0,1,TA,6,Typ,1.0,TA,Attchd,1976,Fin,2.0,440.0,TA,TA,Y,0,0.0,0,0,0,0,0,2,2008,WD,Normal,160500.0
1497,908152270,20.0,RL,7024,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5.0,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,1024.0,Unf,0.0,108.0,1132.0,GasA,Ex,Y,SBrkr,1132.0,0.0,0,1132,1.0,0.0,1,1,2.0,1,Gd,5,Typ,0.0,Has No Fireplace,Attchd,2005,Fin,2.0,451.0,TA,TA,Y,252,64.0,0,0,0,0,0,6,2008,WD,Normal,176000.0
1498,908154080,20.0,RL,18051,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7.0,1959,1996,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,Has No Basement,Has No Basement,Has No Basement,Has No Basement,0.0,Has No Basement,0.0,0.0,0.0,GasA,TA,Y,SBrkr,2235.75,0.0,0,2692,0.0,0.0,3,1,4.5,1,Ex,10,Typ,2.0,Gd,Attchd,1959,Unf,2.0,624.0,TA,TA,Y,0,187.5,0,0,0,0,0,7,2008,WD,Normal,284700.0
1499,908154235,60.0,RL,18051,Pave,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5.0,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,491.25,Ex,TA,PConc,Ex,TA,Gd,GLQ,1920.0,Unf,0.0,466.0,2163.5,GasA,Ex,Y,SBrkr,2235.75,950.0,0,2692,2.0,0.0,2,1,3.0,1,Ex,10,Typ,2.5,Gd,Attchd,2008,Fin,2.0,915.75,TA,TA,Y,214,187.5,0,0,0,0,0,1,2008,New,Partial,160000.0
1500,908186040,157.5,RM,3675,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5.0,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,459.0,Unf,0.0,88.0,547.0,GasA,Ex,Y,SBrkr,1072.0,0.0,0,1072,1.0,0.0,1,0,2.0,1,TA,5,Typ,0.0,Has No Fireplace,Basment,2005,RFn,2.0,525.0,TA,TA,Y,0,28.0,0,0,0,0,0,6,2008,WD,Normal,148000.0
1501,908201100,90.0,RL,6040,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5.0,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,TA,PConc,Has No Basement,Has No Basement,Has No Basement,Has No Basement,0.0,Has No Basement,0.0,0.0,0.0,GasA,TA,N,FuseP,1152.0,0.0,0,1152,0.0,0.0,2,0,2.0,1,Fa,6,Typ,0.0,Has No Fireplace,Has No Garage,0,Has No Garage,0.0,41.75,Has No Garage,Has No Garage,N,0,0.0,0,0,0,0,0,6,2008,WD,AdjLand,82000.0
1502,908201110,90.0,RL,6012,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5.0,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,TA,Fa,PConc,Has No Basement,Has No Basement,Has No Basement,Has No Basement,0.0,Has No Basement,0.0,0.0,0.0,GasA,TA,N,SBrkr,1152.0,0.0,0,1152,0.0,0.0,2,0,2.0,1,TA,6,Typ,0.0,Has No Fireplace,Has No Garage,0,Has No Garage,0.0,41.75,Has No Garage,Has No Garage,N,0,0.0,0,0,0,0,0,6,2008,WD,AdjLand,82000.0
1503,908201120,90.0,RL,12108,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4.0,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133.0,Unf,0.0,1307.0,1440.0,GasA,TA,N,FuseF,1440.0,0.0,0,1440,0.0,0.0,2,0,4.0,1,Fa,8,Typ,0.0,Has No Fireplace,Has No Garage,0,Has No Garage,0.0,41.75,Has No Garage,Has No Garage,Y,0,0.0,0,0,0,0,0,9,2008,WD,Normal,118000.0
1504,908204160,90.0,RL,6845,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5.0,1955,1955,Gable,CompShg,WdShing,Wd Shng,BrkCmn,58.0,TA,TA,Slab,Has No Basement,Has No Basement,Has No Basement,Has No Basement,0.0,Has No Basement,0.0,0.0,0.0,GasA,TA,N,FuseF,1152.0,0.0,0,1152,0.0,0.0,2,0,2.0,1,TA,6,Typ,0.0,Has No Fireplace,Has No Garage,0,Has No Garage,0.0,41.75,Has No Garage,Has No Garage,N,0,0.0,0,0,0,0,0,7,2008,WD,Normal,82500.0
1505,908225170,157.5,RL,6931,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,4,5.0,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,784.0,Unf,0.0,0.0,784.0,GasA,TA,N,FuseP,784.0,0.0,0,784,1.0,0.0,1,0,2.0,1,TA,4,Typ,0.0,Has No Fireplace,Has No Garage,0,Has No Garage,0.0,41.75,Has No Garage,Has No Garage,Y,112,0.0,0,0,0,0,0,5,2008,WD,Normal,91900.0
1506,908226120,50.0,RL,12180,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7.0,1938,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,585.0,585.0,GasA,Gd,Y,FuseF,585.0,468.0,0,1053,0.0,0.0,1,1,2.0,1,Ex,5,Typ,0.0,Has No Fireplace,Has No Garage,0,Has No Garage,0.0,41.75,Has No Garage,Has No Garage,N,42,0.0,0,0,0,0,0,1,2008,WD,Family,120000.0
1507,908250040,50.0,RL,8050,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7.5,1947,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,Slab,Has No Basement,Has No Basement,Has No Basement,Has No Basement,0.0,Has No Basement,0.0,0.0,0.0,GasA,Gd,Y,SBrkr,929.0,208.0,0,1137,0.0,0.0,1,1,4.0,1,TA,8,Min1,0.0,Has No Fireplace,Has No Garage,0,Has No Garage,0.0,41.75,Has No Garage,Has No Garage,Y,0,0.0,0,0,0,0,0,4,2008,WD,Normal,96000.0
1508,908250090,20.0,RL,9520,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5.0,1953,1953,Gable,CompShg,MetalSd,MetalSd,Stone,115.0,TA,TA,CBlock,Gd,TA,No,Rec,767.0,Unf,0.0,144.0,911.0,GasA,TA,Y,SBrkr,930.0,0.0,0,930,0.0,0.0,1,0,2.0,1,TA,5,Typ,0.0,Has No Fireplace,Attchd,1953,RFn,1.0,286.0,TA,TA,Y,134,0.0,0,0,0,0,0,5,2008,WD,Normal,99000.0
